user_a,user_b,log_retweet
billg,MaricopaClerk,1.0986122886681098
MaricopaClerk,courtpio,1.0986122886681098
MaricopaClerk,RecorderFontes,1.0986122886681098
MaricopaClerk,MCJusticeCourts,1.0986122886681098
billg,courtpio,1.0986122886681098
courtpio,RecorderFontes,1.0986122886681098
courtpio,MCJusticeCourts,1.0986122886681098
billg,RecorderFontes,1.0986122886681098
RecorderFontes,MCJusticeCourts,1.0986122886681098
billg,MCJusticeCourts,1.0986122886681098
billg,Twitter,0.0
billg,DowJones,0.0
billg,dominicpapa,0.6931471805599453
dominicpapa,AZ_iDP,0.6931471805599453
dominicpapa,maricopacounty,0.6931471805599453
dominicpapa,GPEC,0.6931471805599453
billg,AZ_iDP,0.6931471805599453
AZ_iDP,maricopacounty,0.6931471805599453
AZ_iDP,GPEC,0.6931471805599453
billg,maricopacounty,0.6931471805599453
maricopacounty,GPEC,0.6931471805599453
billg,GPEC,0.6931471805599453
billg,luckyankit,0.0
luckyankit,kaalicharan,0.0
luckyankit,BillGates,0.0
luckyankit,TIME,0.0
billg,kaalicharan,0.0
kaalicharan,BillGates,0.0
kaalicharan,TIME,0.0
billg,BillGates,0.0
BillGates,TIME,0.0
billg,TIME,0.0
billg,AZGOPLD28,0.0
billg,Steve_Chucri,2.1972245773362196
Steve_Chucri,maricopacounty,2.1972245773362196
Steve_Chucri,Denny_Barney,2.1972245773362196
billg,maricopacounty,2.1972245773362196
maricopacounty,Denny_Barney,2.1972245773362196
billg,Denny_Barney,2.1972245773362196
billg,FloodControlMC,0.0
billg,maricopacounty,0.0
billg,mcsoaz,0.0
mcsoaz,PhoenixPolice,0.0
mcsoaz,Arizona_DPS,0.0
billg,PhoenixPolice,0.0
PhoenixPolice,Arizona_DPS,0.0
billg,Arizona_DPS,0.0
billg,mcsoaz,1.791759469228055
mcsoaz,PhoenixPolice,1.791759469228055
mcsoaz,Arizona_DPS,1.791759469228055
billg,PhoenixPolice,1.791759469228055
PhoenixPolice,Arizona_DPS,1.791759469228055
billg,Arizona_DPS,1.791759469228055
billg,maricopacounty,0.0
billg,CCorieri,0.0
billg,FloodControlMC,0.0
billg,Suns,0.0
billg,North32nd,0.0
North32nd,OUTFRONTMEDIAUS,0.0
North32nd,DebraStarkPHX,0.0
billg,OUTFRONTMEDIAUS,0.0
OUTFRONTMEDIAUS,DebraStarkPHX,0.0
billg,DebraStarkPHX,0.0
billg,maricopacounty,1.6094379124341003
maricopacounty,SineKerr,1.6094379124341003
maricopacounty,ClintLHickman,1.6094379124341003
billg,SineKerr,1.6094379124341003
SineKerr,ClintLHickman,1.6094379124341003
billg,ClintLHickman,1.6094379124341003
billg,DowJones,0.0
billg,ben_giles,2.4849066497880004
billg,mysunnyslope,0.0
billg,KateWGallego,0.0
KateWGallego,CityofPhoenixAZ,0.0
billg,CityofPhoenixAZ,0.0
billg,Pastor4Council,0.0
billg,Sal_DiCiccio,1.3862943611198906
Sal_DiCiccio,CityofPhoenixAZ,1.3862943611198906
billg,CityofPhoenixAZ,1.3862943611198906
billg,Jim_Waring,1.6094379124341003
Jim_Waring,CityofPhoenixAZ,1.6094379124341003
billg,CityofPhoenixAZ,1.6094379124341003
billg,CityofPhoenixAZ,0.0
CityofPhoenixAZ,Jim_Waring,0.0
CityofPhoenixAZ,Pastor4Council,0.0
CityofPhoenixAZ,Sal_DiCiccio,0.0
CityofPhoenixAZ,KateWGallego,0.0
billg,Jim_Waring,0.0
Jim_Waring,Pastor4Council,0.0
Jim_Waring,Sal_DiCiccio,0.0
Jim_Waring,KateWGallego,0.0
billg,Pastor4Council,0.0
Pastor4Council,Sal_DiCiccio,0.0
Pastor4Council,KateWGallego,0.0
billg,Sal_DiCiccio,0.0
Sal_DiCiccio,KateWGallego,0.0
billg,KateWGallego,0.0
billg,CityofPhoenixAZ,1.0986122886681098
CityofPhoenixAZ,Jim_Waring,1.0986122886681098
billg,Jim_Waring,1.0986122886681098
billg,MatthewGress,0.0
MatthewGress,rosebowlgame,0.0
MatthewGress,OU_Football,0.0
MatthewGress,CFBPlayoff,0.0
MatthewGress,OU_Football,0.0
billg,rosebowlgame,0.0
rosebowlgame,OU_Football,0.0
rosebowlgame,CFBPlayoff,0.0
rosebowlgame,OU_Football,0.0
billg,OU_Football,0.0
OU_Football,CFBPlayoff,0.0
OU_Football,OU_Football,0.0
billg,CFBPlayoff,0.0
CFBPlayoff,OU_Football,0.0
billg,OU_Football,0.0
billg,rosebowlgame,0.0
rosebowlgame,OU_Football,0.0
rosebowlgame,CFBPlayoff,0.0
billg,OU_Football,0.0
OU_Football,CFBPlayoff,0.0
billg,CFBPlayoff,0.0
billg,kimsabow,0.0
kimsabow,MCParks,0.0
billg,MCParks,0.0
billg,kimsabow,0.0
kimsabow,MCParks,0.0
kimsabow,MCParks,0.0
billg,MCParks,0.0
MCParks,MCParks,0.0
billg,MCParks,0.0
billg,kimsabow,0.0
kimsabow,MCParks,0.0
billg,MCParks,0.0
billg,BruceArians,1.0986122886681098
billg,maricopacounty,1.0986122886681098
billg,CleanAirMakeMor,2.302585092994046
billg,ASU,0.0
billg,NoPhoNews,1.791759469228055
NoPhoNews,EPCOR,1.791759469228055
NoPhoNews,anthemAZcouncil,1.791759469228055
NoPhoNews,CityofPhoenixAZ,1.791759469228055
NoPhoNews,TheldaWilliams1,1.791759469228055
NoPhoNews,billgatesaz,1.791759469228055
NoPhoNews,Karen,1.791759469228055
billg,EPCOR,1.791759469228055
EPCOR,anthemAZcouncil,1.791759469228055
EPCOR,CityofPhoenixAZ,1.791759469228055
EPCOR,TheldaWilliams1,1.791759469228055
EPCOR,billgatesaz,1.791759469228055
EPCOR,Karen,1.791759469228055
billg,anthemAZcouncil,1.791759469228055
anthemAZcouncil,CityofPhoenixAZ,1.791759469228055
anthemAZcouncil,TheldaWilliams1,1.791759469228055
anthemAZcouncil,billgatesaz,1.791759469228055
anthemAZcouncil,Karen,1.791759469228055
billg,CityofPhoenixAZ,1.791759469228055
CityofPhoenixAZ,TheldaWilliams1,1.791759469228055
CityofPhoenixAZ,billgatesaz,1.791759469228055
CityofPhoenixAZ,Karen,1.791759469228055
billg,TheldaWilliams1,1.791759469228055
TheldaWilliams1,billgatesaz,1.791759469228055
TheldaWilliams1,Karen,1.791759469228055
billg,billgatesaz,1.791759469228055
billgatesaz,Karen,1.791759469228055
billg,Karen,1.791759469228055
billg,BillGates,0.0
BillGates,Microsoft,0.0
BillGates,Windows,0.0
billg,Microsoft,0.0
Microsoft,Windows,0.0
billg,Windows,0.0
billg,maricopacounty,1.6094379124341003
billg,scottsdaleaz,0.6931471805599453
scottsdaleaz,maricopacounty,0.6931471805599453
scottsdaleaz,ScottsdaleMayor,0.6931471805599453
billg,maricopacounty,0.6931471805599453
maricopacounty,ScottsdaleMayor,0.6931471805599453
billg,ScottsdaleMayor,0.6931471805599453
billg,CityofPhoenixAZ,0.0
CityofPhoenixAZ,maricopacounty,0.0
billg,maricopacounty,0.0
billg,maricopacounty,0.0
maricopacounty,CoxComm,0.0
maricopacounty,CleanAirMakeMor,0.0
billg,CoxComm,0.0
CoxComm,CleanAirMakeMor,0.0
billg,CleanAirMakeMor,0.0
billg,JPattersonInPHX,0.6931471805599453
JPattersonInPHX,billgatesaz,0.6931471805599453
JPattersonInPHX,maricopacounty,0.6931471805599453
JPattersonInPHX,maricopacounty,0.6931471805599453
billg,billgatesaz,0.6931471805599453
billgatesaz,maricopacounty,0.6931471805599453
billgatesaz,maricopacounty,0.6931471805599453
billg,maricopacounty,0.6931471805599453
maricopacounty,maricopacounty,0.6931471805599453
billg,maricopacounty,0.6931471805599453
billg,maricopacounty,0.0
billg,GlennHamer,0.0
billg,AZGOPLD24,1.3862943611198906
AZGOPLD24,_DianeDouglas,1.3862943611198906
AZGOPLD24,billgatesaz,1.3862943611198906
AZGOPLD24,Jim_Waring,1.3862943611198906
AZGOPLD24,KateMcGeeAZ,1.3862943611198906
AZGOPLD24,jonathangelbart,1.3862943611198906
billg,_DianeDouglas,1.3862943611198906
_DianeDouglas,billgatesaz,1.3862943611198906
_DianeDouglas,Jim_Waring,1.3862943611198906
_DianeDouglas,KateMcGeeAZ,1.3862943611198906
_DianeDouglas,jonathangelbart,1.3862943611198906
billg,billgatesaz,1.3862943611198906
billgatesaz,Jim_Waring,1.3862943611198906
billgatesaz,KateMcGeeAZ,1.3862943611198906
billgatesaz,jonathangelbart,1.3862943611198906
billg,Jim_Waring,1.3862943611198906
Jim_Waring,KateMcGeeAZ,1.3862943611198906
Jim_Waring,jonathangelbart,1.3862943611198906
billg,KateMcGeeAZ,1.3862943611198906
KateMcGeeAZ,jonathangelbart,1.3862943611198906
billg,jonathangelbart,1.3862943611198906
billg,maricopacounty,2.302585092994046
maricopacounty,azcentral,2.302585092994046
maricopacounty,dougducey,2.302585092994046
billg,azcentral,2.302585092994046
azcentral,dougducey,2.302585092994046
billg,dougducey,2.302585092994046
billg,AZGOPLD28,0.0
billg,NWSPhoenix,0.0
billg,MCParks,0.6931471805599453
billg,TheCAZCA,0.6931471805599453
TheCAZCA,billgatesaz,0.6931471805599453
billg,billgatesaz,0.6931471805599453
billg,maricopacounty,0.6931471805599453
maricopacounty,MCParks,0.6931471805599453
billg,MCParks,0.6931471805599453
billg,EPCOR,1.0986122886681098
EPCOR,cityofphoenix,1.0986122886681098
billg,cityofphoenix,1.0986122886681098
billg,TheldaWilliams1,1.3862943611198906
TheldaWilliams1,FannKfann,1.3862943611198906
TheldaWilliams1,Andy_Tobin,1.3862943611198906
TheldaWilliams1,NRDHWater,1.3862943611198906
billg,FannKfann,1.3862943611198906
FannKfann,Andy_Tobin,1.3862943611198906
FannKfann,NRDHWater,1.3862943611198906
billg,Andy_Tobin,1.3862943611198906
Andy_Tobin,NRDHWater,1.3862943611198906
billg,NRDHWater,1.3862943611198906
billg,Amanda_Reeve,1.3862943611198906
Amanda_Reeve,billgatesaz,1.3862943611198906
Amanda_Reeve,BashasMarkets,1.3862943611198906
Amanda_Reeve,HBACA_AZ,1.3862943611198906
Amanda_Reeve,HomeDepot,1.3862943611198906
Amanda_Reeve,ArizonaDEQ,1.3862943611198906
Amanda_Reeve,SWGas,1.3862943611198906
Amanda_Reeve,CityofPhoenixAZ,1.3862943611198906
Amanda_Reeve,AZAGC,1.3862943611198906
billg,billgatesaz,1.3862943611198906
billgatesaz,BashasMarkets,1.3862943611198906
billgatesaz,HBACA_AZ,1.3862943611198906
billgatesaz,HomeDepot,1.3862943611198906
billgatesaz,ArizonaDEQ,1.3862943611198906
billgatesaz,SWGas,1.3862943611198906
billgatesaz,CityofPhoenixAZ,1.3862943611198906
billgatesaz,AZAGC,1.3862943611198906
billg,BashasMarkets,1.3862943611198906
BashasMarkets,HBACA_AZ,1.3862943611198906
BashasMarkets,HomeDepot,1.3862943611198906
BashasMarkets,ArizonaDEQ,1.3862943611198906
BashasMarkets,SWGas,1.3862943611198906
BashasMarkets,CityofPhoenixAZ,1.3862943611198906
BashasMarkets,AZAGC,1.3862943611198906
billg,HBACA_AZ,1.3862943611198906
HBACA_AZ,HomeDepot,1.3862943611198906
HBACA_AZ,ArizonaDEQ,1.3862943611198906
HBACA_AZ,SWGas,1.3862943611198906
HBACA_AZ,CityofPhoenixAZ,1.3862943611198906
HBACA_AZ,AZAGC,1.3862943611198906
billg,HomeDepot,1.3862943611198906
HomeDepot,ArizonaDEQ,1.3862943611198906
HomeDepot,SWGas,1.3862943611198906
HomeDepot,CityofPhoenixAZ,1.3862943611198906
HomeDepot,AZAGC,1.3862943611198906
billg,ArizonaDEQ,1.3862943611198906
ArizonaDEQ,SWGas,1.3862943611198906
ArizonaDEQ,CityofPhoenixAZ,1.3862943611198906
ArizonaDEQ,AZAGC,1.3862943611198906
billg,SWGas,1.3862943611198906
SWGas,CityofPhoenixAZ,1.3862943611198906
SWGas,AZAGC,1.3862943611198906
billg,CityofPhoenixAZ,1.3862943611198906
CityofPhoenixAZ,AZAGC,1.3862943611198906
billg,AZAGC,1.3862943611198906
billg,BashasMarkets,1.6094379124341003
BashasMarkets,HBACA_AZ,1.6094379124341003
BashasMarkets,HomeDepot,1.6094379124341003
BashasMarkets,ArizonaDEQ,1.6094379124341003
BashasMarkets,SWGas,1.6094379124341003
BashasMarkets,CityofPhoenixAZ,1.6094379124341003
BashasMarkets,Amanda_Reeve,1.6094379124341003
BashasMarkets,AZAGC,1.6094379124341003
billg,HBACA_AZ,1.6094379124341003
HBACA_AZ,HomeDepot,1.6094379124341003
HBACA_AZ,ArizonaDEQ,1.6094379124341003
HBACA_AZ,SWGas,1.6094379124341003
HBACA_AZ,CityofPhoenixAZ,1.6094379124341003
HBACA_AZ,Amanda_Reeve,1.6094379124341003
HBACA_AZ,AZAGC,1.6094379124341003
billg,HomeDepot,1.6094379124341003
HomeDepot,ArizonaDEQ,1.6094379124341003
HomeDepot,SWGas,1.6094379124341003
HomeDepot,CityofPhoenixAZ,1.6094379124341003
HomeDepot,Amanda_Reeve,1.6094379124341003
HomeDepot,AZAGC,1.6094379124341003
billg,ArizonaDEQ,1.6094379124341003
ArizonaDEQ,SWGas,1.6094379124341003
ArizonaDEQ,CityofPhoenixAZ,1.6094379124341003
ArizonaDEQ,Amanda_Reeve,1.6094379124341003
ArizonaDEQ,AZAGC,1.6094379124341003
billg,SWGas,1.6094379124341003
SWGas,CityofPhoenixAZ,1.6094379124341003
SWGas,Amanda_Reeve,1.6094379124341003
SWGas,AZAGC,1.6094379124341003
billg,CityofPhoenixAZ,1.6094379124341003
CityofPhoenixAZ,Amanda_Reeve,1.6094379124341003
CityofPhoenixAZ,AZAGC,1.6094379124341003
billg,Amanda_Reeve,1.6094379124341003
Amanda_Reeve,AZAGC,1.6094379124341003
billg,AZAGC,1.6094379124341003
billg,maricopacounty,0.0
billg,dougducey,2.8903717578961645
dougducey,maricopacounty,2.8903717578961645
billg,maricopacounty,2.8903717578961645
billg,maricopacounty,1.791759469228055
maricopacounty,billgatesaz,1.791759469228055
maricopacounty,ClintLHickman,1.791759469228055
billg,billgatesaz,1.791759469228055
billgatesaz,ClintLHickman,1.791759469228055
billg,ClintLHickman,1.791759469228055
billg,maricopacounty,0.0
maricopacounty,CityOfLasVegas,0.0
billg,CityOfLasVegas,0.0
billg,maricopacounty,2.833213344056216
maricopacounty,StateOfAZ,2.833213344056216
billg,StateOfAZ,2.833213344056216
billg,NRDHWater,1.0986122886681098
billg,MCParks,0.6931471805599453
MCParks,billgatesaz,0.6931471805599453
billg,billgatesaz,0.6931471805599453
billg,maricopacounty,0.6931471805599453
maricopacounty,MCParks,0.6931471805599453
billg,MCParks,0.6931471805599453
billg,azcentral,0.0
billg,mysunnyslope,0.0
mysunnyslope,maricopacounty,0.0
billg,maricopacounty,0.0
billg,NoPhoNews,1.791759469228055
NoPhoNews,CityofPhoenixAZ,1.791759469228055
billg,CityofPhoenixAZ,1.791759469228055
billg,FOX10Phoenix,1.791759469228055
FOX10Phoenix,apsFYI,1.791759469228055
billg,apsFYI,1.791759469228055
billg,FannKfann,0.6931471805599453
billg,maricopacounty,0.6931471805599453
maricopacounty,MCParks,0.6931471805599453
maricopacounty,mcldaz,0.6931471805599453
maricopacounty,MCanimalcare,0.6931471805599453
billg,MCParks,0.6931471805599453
MCParks,mcldaz,0.6931471805599453
MCParks,MCanimalcare,0.6931471805599453
billg,mcldaz,0.6931471805599453
mcldaz,MCanimalcare,0.6931471805599453
billg,MCanimalcare,0.6931471805599453
billg,EPCOR,1.6094379124341003
EPCOR,CityofPhoenixAZ,1.6094379124341003
EPCOR,CorpCommAZ,1.6094379124341003
billg,CityofPhoenixAZ,1.6094379124341003
CityofPhoenixAZ,CorpCommAZ,1.6094379124341003
billg,CorpCommAZ,1.6094379124341003
billg,CityofPhoenixAZ,2.1972245773362196
billg,maricopacounty,0.6931471805599453
maricopacounty,MCanimalcare,0.6931471805599453
billg,MCanimalcare,0.6931471805599453
billg,mcpabis,1.9459101490553132
mcpabis,billgatesaz,1.9459101490553132
mcpabis,DebraStarkPHX,1.9459101490553132
mcpabis,HonorHealth,1.9459101490553132
billg,billgatesaz,1.9459101490553132
billgatesaz,DebraStarkPHX,1.9459101490553132
billgatesaz,HonorHealth,1.9459101490553132
billg,DebraStarkPHX,1.9459101490553132
DebraStarkPHX,HonorHealth,1.9459101490553132
billg,HonorHealth,1.9459101490553132
billg,maricopacounty,0.6931471805599453
maricopacounty,MCParks,0.6931471805599453
billg,MCParks,0.6931471805599453
billg,NWSPhoenix,3.871201010907891
billg,NWSPhoenix,3.5553480614894135
billg,KTAR923,1.791759469228055
billg,ArizonaDEQ,1.0986122886681098
ArizonaDEQ,CleanAirMakeMor,1.0986122886681098
ArizonaDEQ,maricopacounty,1.0986122886681098
billg,CleanAirMakeMor,1.0986122886681098
CleanAirMakeMor,maricopacounty,1.0986122886681098
billg,maricopacounty,1.0986122886681098
billg,maricopacounty,1.0986122886681098
maricopacounty,nrgenergy,1.0986122886681098
billg,nrgenergy,1.0986122886681098
billg,HonorHealth,1.6094379124341003
billg,maricopacounty,1.0986122886681098
maricopacounty,mcsoaz,1.0986122886681098
billg,mcsoaz,1.0986122886681098
billg,NWSPhoenix,2.9444389791664403
billg,NWSPhoenix,2.9444389791664403
billg,CaveCreekProper,0.6931471805599453
CaveCreekProper,maricopacounty,0.6931471805599453
billg,maricopacounty,0.6931471805599453
billg,MCParks,0.6931471805599453
billg,billgatesaz,0.0
billgatesaz,Apple,0.0
billgatesaz,BiltmoreFP,0.0
billg,Apple,0.0
Apple,BiltmoreFP,0.0
billg,BiltmoreFP,0.0
billg,NWSPhoenix,3.828641396489095
billg,maricopacounty,0.6931471805599453
billg,maricopacounty,0.0
maricopacounty,Pinnaclehigh,0.0
maricopacounty,pvschools,0.0
billg,Pinnaclehigh,0.0
Pinnaclehigh,pvschools,0.0
billg,pvschools,0.0
billg,austincookgolf,0.6931471805599453
austincookgolf,PingTour,0.6931471805599453
billg,PingTour,0.6931471805599453
billg,PingTour,2.1972245773362196
PingTour,austincookgolf,2.1972245773362196
PingTour,TheRSMClassic,2.1972245773362196
billg,austincookgolf,2.1972245773362196
austincookgolf,TheRSMClassic,2.1972245773362196
billg,TheRSMClassic,2.1972245773362196
billg,mliburdi,0.0
mliburdi,DebraStarkPHX,0.0
mliburdi,scottsdaleaz,0.0
mliburdi,maricopacounty,0.0
billg,DebraStarkPHX,0.0
DebraStarkPHX,scottsdaleaz,0.0
DebraStarkPHX,maricopacounty,0.0
billg,scottsdaleaz,0.0
scottsdaleaz,maricopacounty,0.0
billg,maricopacounty,0.0
billg,PingTour,0.6931471805599453
billg,maricopacounty,0.0
maricopacounty,SchwabCupFinale,0.0
maricopacounty,ChampionsTour,0.0
billg,SchwabCupFinale,0.0
SchwabCupFinale,ChampionsTour,0.0
billg,ChampionsTour,0.0
billg,maricopacounty,0.0
maricopacounty,HonorFltAZ,0.0
billg,HonorFltAZ,0.0
billg,maricopacounty,0.0
maricopacounty,azcentral,0.0
billg,azcentral,0.0
billg,maricopacounty,0.0
maricopacounty,azcentral,0.0
billg,azcentral,0.0
billg,TerryBranstad,0.0
TerryBranstad,DrakeUniversity,0.0
billg,DrakeUniversity,0.0
billg,maricopacounty,0.0
maricopacounty,ChampionsTour,0.0
billg,ChampionsTour,0.0
billg,PVCC_Official,1.0986122886681098
PVCC_Official,HeatherCarterAZ,1.0986122886681098
billg,HeatherCarterAZ,1.0986122886681098
billg,PVCC_Official,0.6931471805599453
PVCC_Official,HeatherCarterAZ,0.6931471805599453
billg,HeatherCarterAZ,0.6931471805599453
billg,CorpCommAZ,1.3862943611198906
CorpCommAZ,CorpCommAZ,1.3862943611198906
billg,CorpCommAZ,1.3862943611198906
billg,maricopacounty,0.6931471805599453
maricopacounty,billgatesaz,0.6931471805599453
billg,billgatesaz,0.6931471805599453
billg,CorpCommAZ,1.0986122886681098
CorpCommAZ,billgatesaz,1.0986122886681098
CorpCommAZ,CorpCommAZ,1.0986122886681098
billg,billgatesaz,1.0986122886681098
billgatesaz,CorpCommAZ,1.0986122886681098
billg,CorpCommAZ,1.0986122886681098
billg,maricopacounty,1.3862943611198906
billg,AdrianPeterson,0.0
AdrianPeterson,AZCardinals,0.0
billg,AZCardinals,0.0
billg,japan,0.0
japan,PingTour,0.0
billg,PingTour,0.0
billg,maricopacounty,1.0986122886681098
billg,DougMummert,0.6931471805599453
billg,maricopacounty,0.0
maricopacounty,CityofPhoenixAZ,0.0
billg,CityofPhoenixAZ,0.0
billg,AZGOPLD28,1.0986122886681098
AZGOPLD28,billgatesaz,1.0986122886681098
billg,billgatesaz,1.0986122886681098
billg,maricopacounty,1.3862943611198906
maricopacounty,billgatesaz,1.3862943611198906
maricopacounty,MCParks,1.3862943611198906
billg,billgatesaz,1.3862943611198906
billgatesaz,MCParks,1.3862943611198906
billg,MCParks,1.3862943611198906
billg,maricopacounty,0.0
billg,KyleeCruzTV,0.0
KyleeCruzTV,azfamily,0.0
billg,azfamily,0.0
billg,AZGOPLD28,0.6931471805599453
AZGOPLD28,MCParks,0.6931471805599453
AZGOPLD28,billgatesaz,0.6931471805599453
billg,MCParks,0.6931471805599453
MCParks,billgatesaz,0.6931471805599453
billg,billgatesaz,0.6931471805599453
billg,maricopacounty,1.0986122886681098
maricopacounty,billgatesaz,1.0986122886681098
maricopacounty,MCParks,1.0986122886681098
maricopacounty,MCParks,1.0986122886681098
billg,billgatesaz,1.0986122886681098
billgatesaz,MCParks,1.0986122886681098
billgatesaz,MCParks,1.0986122886681098
billg,MCParks,1.0986122886681098
MCParks,MCParks,1.0986122886681098
billg,MCParks,1.0986122886681098
billg,maricopacounty,0.6931471805599453
maricopacounty,billgatesaz,0.6931471805599453
maricopacounty,CityofPhoenixAZ,0.6931471805599453
maricopacounty,PhoenixParks,0.6931471805599453
maricopacounty,MCParks,0.6931471805599453
maricopacounty,MCParks,0.6931471805599453
billg,billgatesaz,0.6931471805599453
billgatesaz,CityofPhoenixAZ,0.6931471805599453
billgatesaz,PhoenixParks,0.6931471805599453
billgatesaz,MCParks,0.6931471805599453
billgatesaz,MCParks,0.6931471805599453
billg,CityofPhoenixAZ,0.6931471805599453
CityofPhoenixAZ,PhoenixParks,0.6931471805599453
CityofPhoenixAZ,MCParks,0.6931471805599453
CityofPhoenixAZ,MCParks,0.6931471805599453
billg,PhoenixParks,0.6931471805599453
PhoenixParks,MCParks,0.6931471805599453
PhoenixParks,MCParks,0.6931471805599453
billg,MCParks,0.6931471805599453
MCParks,MCParks,0.6931471805599453
billg,MCParks,0.6931471805599453
billg,CityofPhoenixAZ,1.0986122886681098
CityofPhoenixAZ,PhoenixParks,1.0986122886681098
CityofPhoenixAZ,maricopacounty,1.0986122886681098
CityofPhoenixAZ,MCParks,1.0986122886681098
billg,PhoenixParks,1.0986122886681098
PhoenixParks,maricopacounty,1.0986122886681098
PhoenixParks,MCParks,1.0986122886681098
billg,maricopacounty,1.0986122886681098
maricopacounty,MCParks,1.0986122886681098
billg,MCParks,1.0986122886681098
billg,AndyKunasek,1.0986122886681098
AndyKunasek,maricopacounty,1.0986122886681098
billg,maricopacounty,1.0986122886681098
billg,csaofaz,0.0
csaofaz,TS_Resort,0.0
billg,TS_Resort,0.0
billg,csaofaz,1.0986122886681098
csaofaz,TS_Resort,1.0986122886681098
csaofaz,dougducey,1.0986122886681098
csaofaz,maricopacounty,1.0986122886681098
billg,TS_Resort,1.0986122886681098
TS_Resort,dougducey,1.0986122886681098
TS_Resort,maricopacounty,1.0986122886681098
billg,dougducey,1.0986122886681098
dougducey,maricopacounty,1.0986122886681098
billg,maricopacounty,1.0986122886681098
billg,NWSPhoenix,3.970291913552122
NWSPhoenix,PHXSkyHarbor,3.970291913552122
billg,PHXSkyHarbor,3.970291913552122
billg,billgatesaz,0.6931471805599453
billgatesaz,ATT,0.6931471805599453
billg,ATT,0.6931471805599453
billg,ATT,0.6931471805599453
ATT,ShopMetrocenter,0.6931471805599453
ATT,maricopacounty,0.6931471805599453
billg,ShopMetrocenter,0.6931471805599453
ShopMetrocenter,maricopacounty,0.6931471805599453
billg,maricopacounty,0.6931471805599453
billg,ShopMetrocenter,0.6931471805599453
ShopMetrocenter,maricopacounty,0.6931471805599453
billg,maricopacounty,0.6931471805599453
billg,dougducey,1.0986122886681098
dougducey,maricopacounty,1.0986122886681098
dougducey,azcentral,1.0986122886681098
billg,maricopacounty,1.0986122886681098
maricopacounty,azcentral,1.0986122886681098
billg,azcentral,1.0986122886681098
billg,UbsaZ,1.0986122886681098
billg,PVCC_Official,0.0
PVCC_Official,maricopacounty,0.0
PVCC_Official,North32nd,0.0
billg,maricopacounty,0.0
maricopacounty,North32nd,0.0
billg,North32nd,0.0
billg,Dbacks,0.6931471805599453
billg,ArchieBradley7,0.0
ArchieBradley7,Dbacks,0.0
billg,Dbacks,0.0
billg,maricopacounty,2.3978952727983707
maricopacounty,mcsoaz,2.3978952727983707
billg,mcsoaz,2.3978952727983707
billg,maricopacounty,1.3862943611198906
billg,VP,0.6931471805599453
VP,UbsaZ,0.6931471805599453
billg,UbsaZ,0.6931471805599453
billg,MayorStanton,0.0
MayorStanton,CityOfLasVegas,0.0
MayorStanton,UbsaZ,0.0
billg,CityOfLasVegas,0.0
CityOfLasVegas,UbsaZ,0.0
billg,UbsaZ,0.0
billg,PVCC_Official,1.3862943611198906
PVCC_Official,North32nd,1.3862943611198906
billg,North32nd,1.3862943611198906
billg,aioliburgers,1.0986122886681098
aioliburgers,phoenixnewtimes,1.0986122886681098
billg,phoenixnewtimes,1.0986122886681098
billg,maricopacounty,1.791759469228055
billg,maricopacounty,1.0986122886681098
billg,GlennWilliamso3,0.6931471805599453
GlennWilliamso3,phxchamber,0.6931471805599453
billg,phxchamber,0.6931471805599453
billg,NMTBrew,1.0986122886681098
NMTBrew,emmajade12news,1.0986122886681098
NMTBrew,PaulGerke,1.0986122886681098
billg,emmajade12news,1.0986122886681098
emmajade12news,PaulGerke,1.0986122886681098
billg,PaulGerke,1.0986122886681098
billg,KTAR923,0.6931471805599453
KTAR923,WMPhoenixOpen,0.6931471805599453
billg,WMPhoenixOpen,0.6931471805599453
billg,dougducey,1.6094379124341003
dougducey,MW55,1.6094379124341003
dougducey,phoenixraceway,1.6094379124341003
billg,MW55,1.6094379124341003
MW55,phoenixraceway,1.6094379124341003
billg,phoenixraceway,1.6094379124341003
billg,KateMcGeeAZ,1.3862943611198906
KateMcGeeAZ,billgatesaz,1.3862943611198906
billg,billgatesaz,1.3862943611198906
billg,AZGOPLD28,1.3862943611198906
AZGOPLD28,billgatesaz,1.3862943611198906
AZGOPLD28,KateMcGeeAZ,1.3862943611198906
AZGOPLD28,MaricopaGOP,1.3862943611198906
billg,billgatesaz,1.3862943611198906
billgatesaz,KateMcGeeAZ,1.3862943611198906
billgatesaz,MaricopaGOP,1.3862943611198906
billg,KateMcGeeAZ,1.3862943611198906
KateMcGeeAZ,MaricopaGOP,1.3862943611198906
billg,MaricopaGOP,1.3862943611198906
billg,ArizonaSunrays,0.6931471805599453
ArizonaSunrays,MayorStanton,0.6931471805599453
ArizonaSunrays,MayorStanton,0.6931471805599453
ArizonaSunrays,billgatesaz,0.6931471805599453
billg,MayorStanton,0.6931471805599453
MayorStanton,MayorStanton,0.6931471805599453
MayorStanton,billgatesaz,0.6931471805599453
billg,MayorStanton,0.6931471805599453
MayorStanton,billgatesaz,0.6931471805599453
billg,billgatesaz,0.6931471805599453
billg,North32nd,0.0
billg,ArizonaSunrays,0.0
ArizonaSunrays,North32nd,0.0
ArizonaSunrays,MayorStanton,0.0
ArizonaSunrays,Jim_Waring,0.0
billg,North32nd,0.0
North32nd,MayorStanton,0.0
North32nd,Jim_Waring,0.0
billg,MayorStanton,0.0
