user_a,user_b,log_retweet
billg,drcarachrist,1.791759469228055
billg,dougmeehan,0.0
dougmeehan,maricopacounty,0.0
billg,maricopacounty,0.0
billg,Maricopahealth,0.6931471805599453
Maricopahealth,StMarysFoodBank,0.6931471805599453
Maricopahealth,drcarachrist,0.6931471805599453
Maricopahealth,dougducey,0.6931471805599453
billg,StMarysFoodBank,0.6931471805599453
StMarysFoodBank,drcarachrist,0.6931471805599453
StMarysFoodBank,dougducey,0.6931471805599453
billg,drcarachrist,0.6931471805599453
drcarachrist,dougducey,0.6931471805599453
billg,dougducey,0.6931471805599453
billg,CityofPhoenixAZ,0.6931471805599453
CityofPhoenixAZ,PHXSkyHarbor,0.6931471805599453
billg,PHXSkyHarbor,0.6931471805599453
billg,jacksellers,0.6931471805599453
jacksellers,maricopacounty,0.6931471805599453
billg,maricopacounty,0.6931471805599453
billg,StMarysFoodBank,1.791759469228055
StMarysFoodBank,dougducey,1.791759469228055
StMarysFoodBank,drcarachrist,1.791759469228055
StMarysFoodBank,KimberlyYeeAZ,1.791759469228055
billg,dougducey,1.791759469228055
dougducey,drcarachrist,1.791759469228055
dougducey,KimberlyYeeAZ,1.791759469228055
billg,drcarachrist,1.791759469228055
drcarachrist,KimberlyYeeAZ,1.791759469228055
billg,KimberlyYeeAZ,1.791759469228055
billg,Maricopahealth,0.0
Maricopahealth,maricopacounty,0.0
Maricopahealth,DignityHealth,0.0
Maricopahealth,HonorHealth,0.0
Maricopahealth,DeptVetAffairs,0.0
billg,maricopacounty,0.0
maricopacounty,DignityHealth,0.0
maricopacounty,HonorHealth,0.0
maricopacounty,DeptVetAffairs,0.0
billg,DignityHealth,0.0
DignityHealth,HonorHealth,0.0
DignityHealth,DeptVetAffairs,0.0
billg,HonorHealth,0.0
HonorHealth,DeptVetAffairs,0.0
billg,DeptVetAffairs,0.0
billg,Twitter,0.0
Twitter,maricopacounty,0.0
billg,maricopacounty,0.0
billg,dougducey,0.0
dougducey,maricopacounty,0.0
billg,maricopacounty,0.0
billg,csaofaz,0.0
billg,GPEC,0.0
GPEC,zoom_us,0.0
GPEC,GPEC,0.0
billg,zoom_us,0.0
zoom_us,GPEC,0.0
billg,GPEC,0.0
billg,USPS,0.0
USPS,maricopacounty,0.0
USPS,CDCgov,0.0
billg,maricopacounty,0.0
maricopacounty,CDCgov,0.0
billg,CDCgov,0.0
billg,abc15,3.828641396489095
billg,maricopacounty,2.8903717578961645
maricopacounty,Maricopahealth,2.8903717578961645
billg,Maricopahealth,2.8903717578961645
billg,medarizona,0.0
medarizona,Steve_Gallardo,0.0
medarizona,Steve_Chucri,0.0
medarizona,Adrian_Fontes,0.0
medarizona,medarizona,0.0
billg,Steve_Gallardo,0.0
Steve_Gallardo,Steve_Chucri,0.0
Steve_Gallardo,Adrian_Fontes,0.0
Steve_Gallardo,medarizona,0.0
billg,Steve_Chucri,0.0
Steve_Chucri,Adrian_Fontes,0.0
Steve_Chucri,medarizona,0.0
billg,Adrian_Fontes,0.0
Adrian_Fontes,medarizona,0.0
billg,medarizona,0.0
billg,maricopacounty,1.791759469228055
billg,dougducey,0.0
dougducey,azdemparty,0.0
billg,azdemparty,0.0
billg,maricopacounty,0.6931471805599453
maricopacounty,azdemparty,0.6931471805599453
maricopacounty,MaricopaElex,0.6931471805599453
maricopacounty,MaricopaVote,0.6931471805599453
maricopacounty,RecorderFontes,0.6931471805599453
billg,azdemparty,0.6931471805599453
azdemparty,MaricopaElex,0.6931471805599453
azdemparty,MaricopaVote,0.6931471805599453
azdemparty,RecorderFontes,0.6931471805599453
billg,MaricopaElex,0.6931471805599453
MaricopaElex,MaricopaVote,0.6931471805599453
MaricopaElex,RecorderFontes,0.6931471805599453
billg,MaricopaVote,0.6931471805599453
MaricopaVote,RecorderFontes,0.6931471805599453
billg,RecorderFontes,0.6931471805599453
billg,azdemparty,1.3862943611198906
azdemparty,MaricopaVote,1.3862943611198906
billg,MaricopaVote,1.3862943611198906
billg,dougducey,2.70805020110221
dougducey,VitalantOrg,2.70805020110221
billg,VitalantOrg,2.70805020110221
billg,MaricopaVote,0.6931471805599453
MaricopaVote,azdemparty,0.6931471805599453
MaricopaVote,maricopacounty,0.6931471805599453
billg,azdemparty,0.6931471805599453
azdemparty,maricopacounty,0.6931471805599453
billg,maricopacounty,0.6931471805599453
billg,maricopacounty,1.0986122886681098
billg,crown_my_coke,0.0
crown_my_coke,RecorderFontes,0.0
crown_my_coke,maricopacounty,0.0
billg,RecorderFontes,0.0
RecorderFontes,maricopacounty,0.0
billg,maricopacounty,0.0
billg,mcldaz,0.0
mcldaz,azdemparty,0.0
mcldaz,Granicus,0.0
billg,azdemparty,0.0
azdemparty,Granicus,0.0
billg,Granicus,0.0
billg,MaricopaEmerg,0.0
billg,dougducey,0.0
dougducey,katiehobbs,0.0
dougducey,azdemparty,0.0
dougducey,maricopacounty,0.0
dougducey,MaricopaVote,0.0
dougducey,RecorderFontes,0.0
dougducey,ACLU,0.0
billg,katiehobbs,0.0
katiehobbs,azdemparty,0.0
katiehobbs,maricopacounty,0.0
katiehobbs,MaricopaVote,0.0
katiehobbs,RecorderFontes,0.0
katiehobbs,ACLU,0.0
billg,azdemparty,0.0
azdemparty,maricopacounty,0.0
azdemparty,MaricopaVote,0.0
azdemparty,RecorderFontes,0.0
azdemparty,ACLU,0.0
billg,maricopacounty,0.0
maricopacounty,MaricopaVote,0.0
maricopacounty,RecorderFontes,0.0
maricopacounty,ACLU,0.0
billg,MaricopaVote,0.0
MaricopaVote,RecorderFontes,0.0
MaricopaVote,ACLU,0.0
billg,RecorderFontes,0.0
RecorderFontes,ACLU,0.0
billg,ACLU,0.0
billg,dougducey,2.0794415416798357
dougducey,katiehobbs,2.0794415416798357
dougducey,azdemparty,2.0794415416798357
dougducey,maricopacounty,2.0794415416798357
dougducey,MaricopaVote,2.0794415416798357
dougducey,RecorderFontes,2.0794415416798357
billg,katiehobbs,2.0794415416798357
katiehobbs,azdemparty,2.0794415416798357
katiehobbs,maricopacounty,2.0794415416798357
katiehobbs,MaricopaVote,2.0794415416798357
katiehobbs,RecorderFontes,2.0794415416798357
billg,azdemparty,2.0794415416798357
azdemparty,maricopacounty,2.0794415416798357
azdemparty,MaricopaVote,2.0794415416798357
azdemparty,RecorderFontes,2.0794415416798357
billg,maricopacounty,2.0794415416798357
maricopacounty,MaricopaVote,2.0794415416798357
maricopacounty,RecorderFontes,2.0794415416798357
billg,MaricopaVote,2.0794415416798357
MaricopaVote,RecorderFontes,2.0794415416798357
billg,RecorderFontes,2.0794415416798357
billg,CityofPhoenixAZ,4.30406509320417
billg,CityofPhoenixAZ,0.0
billg,mcldaz,2.9444389791664403
billg,Maricopahealth,2.5649493574615367
Maricopahealth,dougducey,2.5649493574615367
Maricopahealth,Supt_Hoffman,2.5649493574615367
Maricopahealth,CDCgov,2.5649493574615367
billg,dougducey,2.5649493574615367
dougducey,Supt_Hoffman,2.5649493574615367
dougducey,CDCgov,2.5649493574615367
billg,Supt_Hoffman,2.5649493574615367
Supt_Hoffman,CDCgov,2.5649493574615367
billg,CDCgov,2.5649493574615367
billg,maricopacounty,0.6931471805599453
maricopacounty,Maricopahealth,0.6931471805599453
maricopacounty,ClintLHickman,0.6931471805599453
maricopacounty,Steve_Gallardo,0.6931471805599453
maricopacounty,jacksellers,0.6931471805599453
maricopacounty,Steve_Chucri,0.6931471805599453
billg,Maricopahealth,0.6931471805599453
Maricopahealth,ClintLHickman,0.6931471805599453
Maricopahealth,Steve_Gallardo,0.6931471805599453
Maricopahealth,jacksellers,0.6931471805599453
Maricopahealth,Steve_Chucri,0.6931471805599453
billg,ClintLHickman,0.6931471805599453
ClintLHickman,Steve_Gallardo,0.6931471805599453
ClintLHickman,jacksellers,0.6931471805599453
ClintLHickman,Steve_Chucri,0.6931471805599453
billg,Steve_Gallardo,0.6931471805599453
Steve_Gallardo,jacksellers,0.6931471805599453
Steve_Gallardo,Steve_Chucri,0.6931471805599453
billg,jacksellers,0.6931471805599453
jacksellers,Steve_Chucri,0.6931471805599453
billg,Steve_Chucri,0.6931471805599453
billg,Adrian_Fontes,0.0
Adrian_Fontes,bylauragomezr,0.0
Adrian_Fontes,MaricopaVote,0.0
Adrian_Fontes,maricopacounty,0.0
Adrian_Fontes,CondadoMaricopa,0.0
Adrian_Fontes,Steve_Gallardo,0.0
Adrian_Fontes,ClintLHickman,0.0
Adrian_Fontes,Steve_Chucri,0.0
billg,bylauragomezr,0.0
bylauragomezr,MaricopaVote,0.0
bylauragomezr,maricopacounty,0.0
bylauragomezr,CondadoMaricopa,0.0
bylauragomezr,Steve_Gallardo,0.0
bylauragomezr,ClintLHickman,0.0
bylauragomezr,Steve_Chucri,0.0
billg,MaricopaVote,0.0
MaricopaVote,maricopacounty,0.0
MaricopaVote,CondadoMaricopa,0.0
MaricopaVote,Steve_Gallardo,0.0
MaricopaVote,ClintLHickman,0.0
MaricopaVote,Steve_Chucri,0.0
billg,maricopacounty,0.0
maricopacounty,CondadoMaricopa,0.0
maricopacounty,Steve_Gallardo,0.0
maricopacounty,ClintLHickman,0.0
maricopacounty,Steve_Chucri,0.0
billg,CondadoMaricopa,0.0
CondadoMaricopa,Steve_Gallardo,0.0
CondadoMaricopa,ClintLHickman,0.0
CondadoMaricopa,Steve_Chucri,0.0
billg,Steve_Gallardo,0.0
Steve_Gallardo,ClintLHickman,0.0
Steve_Gallardo,Steve_Chucri,0.0
billg,ClintLHickman,0.0
ClintLHickman,Steve_Chucri,0.0
billg,Steve_Chucri,0.0
billg,maricopacounty,0.0
maricopacounty,MaricopaVote,0.0
billg,MaricopaVote,0.0
billg,maricopacounty,0.0
maricopacounty,azdemparty,0.0
billg,azdemparty,0.0
billg,maricopacounty,3.091042453358316
billg,MaricopaVote,0.6931471805599453
MaricopaVote,azdemparty,0.6931471805599453
MaricopaVote,RecorderFontes,0.6931471805599453
billg,azdemparty,0.6931471805599453
azdemparty,RecorderFontes,0.6931471805599453
billg,RecorderFontes,0.6931471805599453
billg,dougducey,1.6094379124341003
dougducey,AZRegents,1.6094379124341003
dougducey,KHackettKing,1.6094379124341003
dougducey,KHackettKing,1.6094379124341003
billg,AZRegents,1.6094379124341003
AZRegents,KHackettKing,1.6094379124341003
AZRegents,KHackettKing,1.6094379124341003
billg,KHackettKing,1.6094379124341003
KHackettKing,KHackettKing,1.6094379124341003
billg,KHackettKing,1.6094379124341003
billg,FCDFloodInfo,0.6931471805599453
FCDFloodInfo,maricopacounty,0.6931471805599453
FCDFloodInfo,NWSPhoenix,0.6931471805599453
billg,maricopacounty,0.6931471805599453
maricopacounty,NWSPhoenix,0.6931471805599453
billg,NWSPhoenix,0.6931471805599453
billg,TyrrellHatton,0.6931471805599453
TyrrellHatton,PGATOUR,0.6931471805599453
TyrrellHatton,PingTour,0.6931471805599453
billg,PGATOUR,0.6931471805599453
PGATOUR,PingTour,0.6931471805599453
billg,PingTour,0.6931471805599453
billg,19NORTH_Phx,0.6931471805599453
19NORTH_Phx,maricopacounty,0.6931471805599453
billg,maricopacounty,0.6931471805599453
billg,Maricopahealth,2.70805020110221
billg,valleywise_az,0.6931471805599453
valleywise_az,CityofPhoenixAZ,0.6931471805599453
valleywise_az,maricopacounty,0.6931471805599453
billg,CityofPhoenixAZ,0.6931471805599453
CityofPhoenixAZ,maricopacounty,0.6931471805599453
billg,maricopacounty,0.6931471805599453
billg,valleywise_az,0.6931471805599453
valleywise_az,maricopacounty,0.6931471805599453
billg,maricopacounty,0.6931471805599453
billg,Maricopahealth,2.3978952727983707
billg,reporterestes,0.0
reporterestes,littleriverband,0.0
reporterestes,TS_Resort,0.0
billg,littleriverband,0.0
littleriverband,TS_Resort,0.0
billg,TS_Resort,0.0
billg,DevinBook,0.0
billg,vitalant,0.6931471805599453
vitalant,azcentral,0.6931471805599453
billg,azcentral,0.6931471805599453
billg,AllisterAdel,1.791759469228055
billg,barrettmarson,0.0
barrettmarson,maricopacounty,0.0
billg,maricopacounty,0.0
billg,DaisyMtnFire,1.3862943611198906
DaisyMtnFire,BrianTobinphx,1.3862943611198906
billg,BrianTobinphx,1.3862943611198906
billg,AnthemAreaCC,0.0
AnthemAreaCC,maricopacounty,0.0
AnthemAreaCC,MaricopaVote,0.0
billg,maricopacounty,0.0
maricopacounty,MaricopaVote,0.0
billg,MaricopaVote,0.0
billg,maricopacounty,0.6931471805599453
maricopacounty,azdemparty,0.6931471805599453
maricopacounty,MaricopaVote,0.6931471805599453
maricopacounty,RecorderFontes,0.6931471805599453
billg,azdemparty,0.6931471805599453
azdemparty,MaricopaVote,0.6931471805599453
azdemparty,RecorderFontes,0.6931471805599453
billg,MaricopaVote,0.6931471805599453
MaricopaVote,RecorderFontes,0.6931471805599453
billg,RecorderFontes,0.6931471805599453
billg,DrakeBulldogsMB,0.0
DrakeBulldogsMB,MaricopaVote,0.0
DrakeBulldogsMB,RecorderFontes,0.0
billg,MaricopaVote,0.0
MaricopaVote,RecorderFontes,0.0
billg,RecorderFontes,0.0
billg,CivitanAZ,0.6931471805599453
CivitanAZ,MaricopaVote,0.6931471805599453
CivitanAZ,maricopacounty,0.6931471805599453
billg,MaricopaVote,0.6931471805599453
MaricopaVote,maricopacounty,0.6931471805599453
billg,maricopacounty,0.6931471805599453
billg,MatthewGress,0.0
MatthewGress,MadisonAZ,0.0
billg,MadisonAZ,0.0
billg,32shea,1.0986122886681098
billg,32shea,0.0
billg,kobebryant,0.0
kobebryant,Suns,0.0
billg,Suns,0.0
billg,WMPhoenixOpen,1.0986122886681098
billg,32shea,1.791759469228055
billg,billgatesaz,0.0
billg,Suns,7.80016307039296
billg,AZGOP,0.6931471805599453
AZGOP,KimberlyYeeAZ,0.6931471805599453
billg,KimberlyYeeAZ,0.6931471805599453
billg,dominicpapa,1.791759469228055
dominicpapa,maricopacounty,1.791759469228055
dominicpapa,ASU,1.791759469228055
dominicpapa,azcommerce,1.791759469228055
dominicpapa,GPEC,1.791759469228055
dominicpapa,idp,1.791759469228055
dominicpapa,azcentral,1.791759469228055
billg,maricopacounty,1.791759469228055
maricopacounty,ASU,1.791759469228055
maricopacounty,azcommerce,1.791759469228055
maricopacounty,GPEC,1.791759469228055
maricopacounty,idp,1.791759469228055
maricopacounty,azcentral,1.791759469228055
billg,ASU,1.791759469228055
ASU,azcommerce,1.791759469228055
ASU,GPEC,1.791759469228055
ASU,idp,1.791759469228055
ASU,azcentral,1.791759469228055
billg,azcommerce,1.791759469228055
azcommerce,GPEC,1.791759469228055
azcommerce,idp,1.791759469228055
azcommerce,azcentral,1.791759469228055
billg,GPEC,1.791759469228055
GPEC,idp,1.791759469228055
GPEC,azcentral,1.791759469228055
billg,idp,1.791759469228055
idp,azcentral,1.791759469228055
billg,azcentral,1.791759469228055
billg,PingTour,0.6931471805599453
PingTour,WestwoodLee,0.6931471805599453
PingTour,majimenez1964,0.6931471805599453
PingTour,ChampionsTour,0.6931471805599453
PingTour,PGAShow,0.6931471805599453
billg,WestwoodLee,0.6931471805599453
WestwoodLee,majimenez1964,0.6931471805599453
WestwoodLee,ChampionsTour,0.6931471805599453
WestwoodLee,PGAShow,0.6931471805599453
billg,majimenez1964,0.6931471805599453
majimenez1964,ChampionsTour,0.6931471805599453
majimenez1964,PGAShow,0.6931471805599453
billg,ChampionsTour,0.6931471805599453
ChampionsTour,PGAShow,0.6931471805599453
billg,PGAShow,0.6931471805599453
billg,PingTour,0.0
billg,maricopacounty,0.0
maricopacounty,MCAssessor,0.0
billg,MCAssessor,0.0
billg,chadwillems,0.0
billg,maricopacounty,0.6931471805599453
billg,DrakeUniversity,0.0
billg,dougducey,0.0
dougducey,maricopacounty,0.0
dougducey,mcsoaz,0.0
dougducey,EducationSteve,0.0
dougducey,MCAssessor,0.0
dougducey,marcoattorney,0.0
billg,maricopacounty,0.0
maricopacounty,mcsoaz,0.0
maricopacounty,EducationSteve,0.0
maricopacounty,MCAssessor,0.0
maricopacounty,marcoattorney,0.0
billg,mcsoaz,0.0
mcsoaz,EducationSteve,0.0
mcsoaz,MCAssessor,0.0
mcsoaz,marcoattorney,0.0
billg,EducationSteve,0.0
EducationSteve,MCAssessor,0.0
EducationSteve,marcoattorney,0.0
billg,MCAssessor,0.0
MCAssessor,marcoattorney,0.0
billg,marcoattorney,0.0
billg,MaricopaGOP,1.0986122886681098
MaricopaGOP,maricopacounty,1.0986122886681098
billg,maricopacounty,1.0986122886681098
billg,ChrisHerringAZ,1.9459101490553132
ChrisHerringAZ,AllisterAdel,1.9459101490553132
billg,AllisterAdel,1.9459101490553132
billg,MaricopaGOP,0.6931471805599453
billg,RepAndyBiggsAZ,2.5649493574615367
RepAndyBiggsAZ,maricopacounty,2.5649493574615367
RepAndyBiggsAZ,ClintLHickman,2.5649493574615367
billg,maricopacounty,2.5649493574615367
maricopacounty,ClintLHickman,2.5649493574615367
billg,ClintLHickman,2.5649493574615367
billg,maricopacounty,1.0986122886681098
billg,maricopacounty,1.791759469228055
maricopacounty,billgatesaz,1.791759469228055
billg,billgatesaz,1.791759469228055
billg,jboehm_NEWS,0.6931471805599453
jboehm_NEWS,ClintLHickman,0.6931471805599453
jboehm_NEWS,billgatesaz,0.6931471805599453
billg,ClintLHickman,0.6931471805599453
ClintLHickman,billgatesaz,0.6931471805599453
billg,billgatesaz,0.6931471805599453
billg,Eric_Spencer,0.0
Eric_Spencer,maricopacounty,0.0
Eric_Spencer,MaricopaVote,0.0
Eric_Spencer,RecorderFontes,0.0
billg,maricopacounty,0.0
maricopacounty,MaricopaVote,0.0
maricopacounty,RecorderFontes,0.0
billg,MaricopaVote,0.0
MaricopaVote,RecorderFontes,0.0
billg,RecorderFontes,0.0
billg,Joseph_La_Rue,0.0
Joseph_La_Rue,LisaMarra,0.0
Joseph_La_Rue,maricopacounty,0.0
Joseph_La_Rue,RecorderFontes,0.0
billg,LisaMarra,0.0
LisaMarra,maricopacounty,0.0
LisaMarra,RecorderFontes,0.0
billg,maricopacounty,0.0
maricopacounty,RecorderFontes,0.0
billg,RecorderFontes,0.0
billg,Eileen_Klein,1.9459101490553132
Eileen_Klein,marcoattorney,1.9459101490553132
Eileen_Klein,AllisterAdel,1.9459101490553132
Eileen_Klein,azcentral,1.9459101490553132
billg,marcoattorney,1.9459101490553132
marcoattorney,AllisterAdel,1.9459101490553132
marcoattorney,azcentral,1.9459101490553132
billg,AllisterAdel,1.9459101490553132
AllisterAdel,azcentral,1.9459101490553132
billg,azcentral,1.9459101490553132
billg,maricopacounty,0.0
billg,CleanAirMakeMor,1.6094379124341003
billg,tedcooke701,1.0986122886681098
tedcooke701,CAPArizona,1.0986122886681098
tedcooke701,azwater,1.0986122886681098
tedcooke701,azcentral,1.0986122886681098
billg,CAPArizona,1.0986122886681098
CAPArizona,azwater,1.0986122886681098
CAPArizona,azcentral,1.0986122886681098
billg,azwater,1.0986122886681098
azwater,azcentral,1.0986122886681098
billg,azcentral,1.0986122886681098
billg,Suns,5.579729825986222
billg,NWSPhoenix,3.295836866004329
billg,limebike,0.0
limebike,downtownphoenix,0.0
billg,downtownphoenix,0.0
billg,maricopacounty,0.6931471805599453
billg,MaricopaVote,1.0986122886681098
billg,dougducey,0.6931471805599453
dougducey,MayorGallego,0.6931471805599453
billg,MayorGallego,0.6931471805599453
billg,Suns,0.6931471805599453
Suns,maricopacounty,0.6931471805599453
Suns,YouTube,0.6931471805599453
billg,maricopacounty,0.6931471805599453
maricopacounty,YouTube,0.6931471805599453
billg,YouTube,0.6931471805599453
billg,azfamily,0.6931471805599453
billg,AZGOPLD24,0.0
billg,Amanda_Reeve,1.3862943611198906
Amanda_Reeve,maricopacounty,1.3862943611198906
billg,maricopacounty,1.3862943611198906
billg,dougducey,1.9459101490553132
dougducey,ArizonaDOT,1.9459101490553132
dougducey,MAGregion,1.9459101490553132
dougducey,CityofPhoenixAZ,1.9459101490553132
billg,ArizonaDOT,1.9459101490553132
ArizonaDOT,MAGregion,1.9459101490553132
ArizonaDOT,CityofPhoenixAZ,1.9459101490553132
billg,MAGregion,1.9459101490553132
MAGregion,CityofPhoenixAZ,1.9459101490553132
billg,CityofPhoenixAZ,1.9459101490553132
billg,maricopacounty,0.0
billg,ZagMBB,0.0
ZagMBB,uarizona,0.0
ZagMBB,DrakeBulldogsMB,0.0
ZagMBB,DaytonMBB,0.0
ZagMBB,ZacharySchira,0.0
billg,uarizona,0.0
uarizona,DrakeBulldogsMB,0.0
uarizona,DaytonMBB,0.0
uarizona,ZacharySchira,0.0
billg,DrakeBulldogsMB,0.0
DrakeBulldogsMB,DaytonMBB,0.0
DrakeBulldogsMB,ZacharySchira,0.0
billg,DaytonMBB,0.0
DaytonMBB,ZacharySchira,0.0
billg,ZacharySchira,0.0
billg,AZ_iDP,1.0986122886681098
AZ_iDP,maricopacounty,1.0986122886681098
billg,maricopacounty,1.0986122886681098
billg,maricopacounty,0.6931471805599453
maricopacounty,jacksellers,0.6931471805599453
maricopacounty,Steve_Chucri,0.6931471805599453
maricopacounty,ClintLHickman,0.6931471805599453
maricopacounty,Steve_Gallardo,0.6931471805599453
billg,jacksellers,0.6931471805599453
jacksellers,Steve_Chucri,0.6931471805599453
jacksellers,ClintLHickman,0.6931471805599453
jacksellers,Steve_Gallardo,0.6931471805599453
billg,Steve_Chucri,0.6931471805599453
Steve_Chucri,ClintLHickman,0.6931471805599453
Steve_Chucri,Steve_Gallardo,0.6931471805599453
billg,ClintLHickman,0.6931471805599453
ClintLHickman,Steve_Gallardo,0.6931471805599453
billg,Steve_Gallardo,0.6931471805599453
billg,ArizonaDEQ,0.6931471805599453
ArizonaDEQ,CleanAirMakeMor,0.6931471805599453
ArizonaDEQ,azsciencecenter,0.6931471805599453
ArizonaDEQ,billgatesaz,0.6931471805599453
billg,CleanAirMakeMor,0.6931471805599453
CleanAirMakeMor,azsciencecenter,0.6931471805599453
CleanAirMakeMor,billgatesaz,0.6931471805599453
billg,azsciencecenter,0.6931471805599453
azsciencecenter,billgatesaz,0.6931471805599453
billg,billgatesaz,0.6931471805599453
billg,jacksellers,1.3862943611198906
jacksellers,maricopacounty,1.3862943611198906
jacksellers,BashasMarkets,1.3862943611198906
jacksellers,ConsulMexPho,1.3862943611198906
jacksellers,ArizonaDEQ,1.3862943611198906
jacksellers,MayorGallego,1.3862943611198906
jacksellers,Amanda_Reeve,1.3862943611198906
jacksellers,Suns,1.3862943611198906
jacksellers,CleanAirMakeMor,1.3862943611198906
jacksellers,AZROCKPRODUCTS,1.3862943611198906
billg,maricopacounty,1.3862943611198906
maricopacounty,BashasMarkets,1.3862943611198906
maricopacounty,ConsulMexPho,1.3862943611198906
maricopacounty,ArizonaDEQ,1.3862943611198906
maricopacounty,MayorGallego,1.3862943611198906
maricopacounty,Amanda_Reeve,1.3862943611198906
maricopacounty,Suns,1.3862943611198906
maricopacounty,CleanAirMakeMor,1.3862943611198906
maricopacounty,AZROCKPRODUCTS,1.3862943611198906
billg,BashasMarkets,1.3862943611198906
BashasMarkets,ConsulMexPho,1.3862943611198906
BashasMarkets,ArizonaDEQ,1.3862943611198906
BashasMarkets,MayorGallego,1.3862943611198906
BashasMarkets,Amanda_Reeve,1.3862943611198906
BashasMarkets,Suns,1.3862943611198906
BashasMarkets,CleanAirMakeMor,1.3862943611198906
BashasMarkets,AZROCKPRODUCTS,1.3862943611198906
billg,ConsulMexPho,1.3862943611198906
ConsulMexPho,ArizonaDEQ,1.3862943611198906
ConsulMexPho,MayorGallego,1.3862943611198906
ConsulMexPho,Amanda_Reeve,1.3862943611198906
ConsulMexPho,Suns,1.3862943611198906
ConsulMexPho,CleanAirMakeMor,1.3862943611198906
ConsulMexPho,AZROCKPRODUCTS,1.3862943611198906
billg,ArizonaDEQ,1.3862943611198906
ArizonaDEQ,MayorGallego,1.3862943611198906
ArizonaDEQ,Amanda_Reeve,1.3862943611198906
ArizonaDEQ,Suns,1.3862943611198906
ArizonaDEQ,CleanAirMakeMor,1.3862943611198906
ArizonaDEQ,AZROCKPRODUCTS,1.3862943611198906
billg,MayorGallego,1.3862943611198906
MayorGallego,Amanda_Reeve,1.3862943611198906
MayorGallego,Suns,1.3862943611198906
MayorGallego,CleanAirMakeMor,1.3862943611198906
MayorGallego,AZROCKPRODUCTS,1.3862943611198906
billg,Amanda_Reeve,1.3862943611198906
Amanda_Reeve,Suns,1.3862943611198906
Amanda_Reeve,CleanAirMakeMor,1.3862943611198906
Amanda_Reeve,AZROCKPRODUCTS,1.3862943611198906
billg,Suns,1.3862943611198906
Suns,CleanAirMakeMor,1.3862943611198906
Suns,AZROCKPRODUCTS,1.3862943611198906
billg,CleanAirMakeMor,1.3862943611198906
CleanAirMakeMor,AZROCKPRODUCTS,1.3862943611198906
billg,AZROCKPRODUCTS,1.3862943611198906
billg,maricopacounty,0.6931471805599453
billg,maricopacounty,0.0
maricopacounty,NWSPhoenix,0.0
billg,NWSPhoenix,0.0
billg,mliburdi,0.0
mliburdi,ASUCollegeOfLaw,0.0
billg,ASUCollegeOfLaw,0.0
billg,HonorHealth,0.6931471805599453
billg,HonorHealth,1.3862943611198906
HonorHealth,HonorHealth,1.3862943611198906
HonorHealth,SunnyslopePHX,1.3862943611198906
billg,HonorHealth,1.3862943611198906
HonorHealth,SunnyslopePHX,1.3862943611198906
billg,SunnyslopePHX,1.3862943611198906
billg,CoryMishkin,1.0986122886681098
CoryMishkin,AZGOPLD28,1.0986122886681098
CoryMishkin,GreatHeartsAcad,1.0986122886681098
CoryMishkin,ScottsdaleUSD,1.0986122886681098
billg,AZGOPLD28,1.0986122886681098
AZGOPLD28,GreatHeartsAcad,1.0986122886681098
AZGOPLD28,ScottsdaleUSD,1.0986122886681098
billg,GreatHeartsAcad,1.0986122886681098
GreatHeartsAcad,ScottsdaleUSD,1.0986122886681098
billg,ScottsdaleUSD,1.0986122886681098
billg,maricopacounty,0.0
maricopacounty,luxcentral,0.0
billg,luxcentral,0.0
billg,NWSPhoenix,3.784189633918261
billg,maricopacounty,0.6931471805599453
maricopacounty,FCDFloodInfo,0.6931471805599453
billg,FCDFloodInfo,0.6931471805599453
billg,maricopacounty,0.0
billg,AZGOLFassoc,0.6931471805599453
billg,maricopacounty,1.3862943611198906
maricopacounty,AllisterAdel,1.3862943611198906
maricopacounty,marcoattorney,1.3862943611198906
maricopacounty,maricopa_bar,1.3862943611198906
billg,AllisterAdel,1.3862943611198906
AllisterAdel,marcoattorney,1.3862943611198906
AllisterAdel,maricopa_bar,1.3862943611198906
billg,marcoattorney,1.3862943611198906
marcoattorney,maricopa_bar,1.3862943611198906
billg,maricopa_bar,1.3862943611198906
billg,RepAndyBiggsAZ,4.962844630259907
RepAndyBiggsAZ,AjitPaiFCC,4.962844630259907
billg,AjitPaiFCC,4.962844630259907
billg,Jim_Waring,1.0986122886681098
Jim_Waring,maricopacounty,1.0986122886681098
billg,maricopacounty,1.0986122886681098
billg,NWSPhoenix,2.302585092994046
billg,maricopacounty,0.0
billg,maricopacounty,0.0
maricopacounty,FloodControlMC,0.0
billg,FloodControlMC,0.0
billg,PaulDBoyer,0.0
billg,LivingstonLD22,0.6931471805599453
LivingstonLD22,KTaylorRobson,0.6931471805599453
LivingstonLD22,LivingstonLD22,0.6931471805599453
LivingstonLD22,AZRegents,0.6931471805599453
billg,KTaylorRobson,0.6931471805599453
KTaylorRobson,LivingstonLD22,0.6931471805599453
KTaylorRobson,AZRegents,0.6931471805599453
billg,LivingstonLD22,0.6931471805599453
LivingstonLD22,AZRegents,0.6931471805599453
billg,AZRegents,0.6931471805599453
billg,AZRegents,1.6094379124341003
AZRegents,LivingstonLD22,1.6094379124341003
AZRegents,KTaylorRobson,1.6094379124341003
AZRegents,VinceLeach,1.6094379124341003
AZRegents,CharleneforAZ,1.6094379124341003
